start_time;sleep_id;stage;end_time
2020-04-09 03:49:00.000;79966e7e-865e-0032-2b10-9cb5a9c96804;40001;2020-04-09 03:50:00.000
2020-04-09 05:25:00.000;d047777e-beb8-40a2-2024-b056e68d714d;40002;2020-04-09 05:28:00.000
2020-04-09 05:39:00.000;d047777e-beb8-40a2-2024-b056e68d714d;40002;2020-04-09 05:58:00.000
2020-04-09 21:36:00.000;6ff4890f-a747-0b74-e52b-972e8d1ae03c;40002;2020-04-09 21:42:00.000
2020-04-09 22:08:00.000;6ff4890f-a747-0b74-e52b-972e8d1ae03c;40002;2020-04-09 22:14:00.000
2020-04-09 22:42:00.000;6ff4890f-a747-0b74-e52b-972e8d1ae03c;40002;2020-04-09 22:57:00.000
2020-04-09 23:18:00.000;6ff4890f-a747-0b74-e52b-972e8d1ae03c;40002;2020-04-09 23:20:00.000
2020-04-10 00:42:00.000;c8baa5e7-3c6e-1d23-d136-ac53a0362a92;40001;2020-04-10 00:43:00.000
2020-04-10 01:12:00.000;c8baa5e7-3c6e-1d23-d136-ac53a0362a92;40004;2020-04-10 01:24:00.000
2020-04-10 01:35:00.000;c8baa5e7-3c6e-1d23-d136-ac53a0362a92;40002;2020-04-10 01:39:00.000
2020-04-10 02:09:00.000;b7f0a379-ec5f-4d3a-b1e0-0f966916da80;40002;2020-04-10 02:43:00.000
2020-04-10 03:13:00.000;b7f0a379-ec5f-4d3a-b1e0-0f966916da80;40001;2020-04-10 03:14:00.000
2020-04-10 03:47:00.000;b7f0a379-ec5f-4d3a-b1e0-0f966916da80;40004;2020-04-10 03:50:00.000
2020-04-10 04:57:00.000;9cf84f87-f459-c6b2-24e8-e2b0b434a4b3;40002;2020-04-10 05:02:00.000
2020-04-10 05:15:00.000;9cf84f87-f459-c6b2-24e8-e2b0b434a4b3;40002;2020-04-10 05:17:00.000
2020-04-10 05:29:00.000;9cf84f87-f459-c6b2-24e8-e2b0b434a4b3;40002;2020-04-10 05:32:00.000
2020-04-10 05:50:00.000;9cf84f87-f459-c6b2-24e8-e2b0b434a4b3;40002;2020-04-10 05:52:00.000
2020-04-10 06:02:00.000;9cf84f87-f459-c6b2-24e8-e2b0b434a4b3;40002;2020-04-10 06:04:00.000
2020-04-10 06:20:00.000;9cf84f87-f459-c6b2-24e8-e2b0b434a4b3;40002;2020-04-10 06:41:00.000
2020-04-11 21:15:00.000;63f74548-63c3-c4ba-1b4f-df6d04756eed;40002;2020-04-11 21:37:00.000
2020-04-11 21:50:00.000;63f74548-63c3-c4ba-1b4f-df6d04756eed;40002;2020-04-11 21:57:00.000
2020-04-11 22:07:00.000;63f74548-63c3-c4ba-1b4f-df6d04756eed;40002;2020-04-11 22:14:00.000
2020-04-11 22:34:00.000;63f74548-63c3-c4ba-1b4f-df6d04756eed;40002;2020-04-11 22:39:00.000
2020-04-11 23:18:00.000;63f74548-63c3-c4ba-1b4f-df6d04756eed;40002;2020-04-11 23:35:00.000
2020-04-11 23:55:00.000;63f74548-63c3-c4ba-1b4f-df6d04756eed;40002;2020-04-11 23:56:00.000
2020-04-12 00:25:00.000;63f74548-63c3-c4ba-1b4f-df6d04756eed;40002;2020-04-12 00:26:00.000
2020-04-12 01:03:00.000;63f74548-63c3-c4ba-1b4f-df6d04756eed;40002;2020-04-12 01:04:00.000
2020-04-12 01:42:00.000;2d41a813-a33e-3098-56f1-69a9c8ce8783;40002;2020-04-12 02:05:00.000
2020-04-12 02:24:00.000;2d41a813-a33e-3098-56f1-69a9c8ce8783;40002;2020-04-12 02:38:00.000
2020-04-12 03:11:00.000;2d41a813-a33e-3098-56f1-69a9c8ce8783;40001;2020-04-12 03:16:00.000
2020-04-12 03:42:00.000;2d41a813-a33e-3098-56f1-69a9c8ce8783;40001;2020-04-12 03:43:00.000
2020-04-12 04:53:00.000;a90bc0e1-ee0f-8522-6652-762e88bc250c;40001;2020-04-12 04:54:00.000
2020-04-12 05:36:00.000;a90bc0e1-ee0f-8522-6652-762e88bc250c;40001;2020-04-12 05:37:00.000
2020-04-12 05:57:00.000;a90bc0e1-ee0f-8522-6652-762e88bc250c;40001;2020-04-12 05:58:00.000
2020-04-12 06:18:00.000;a90bc0e1-ee0f-8522-6652-762e88bc250c;40001;2020-04-12 06:19:00.000
2020-04-12 21:30:00.000;8da17a5c-f44b-6ffc-2f43-2dae12bebd05;40001;2020-04-12 21:31:00.000
2020-04-12 21:53:00.000;8da17a5c-f44b-6ffc-2f43-2dae12bebd05;40001;2020-04-12 21:54:00.000
2020-04-12 22:18:00.000;8da17a5c-f44b-6ffc-2f43-2dae12bebd05;40001;2020-04-12 22:19:00.000
2020-04-12 22:38:00.000;8da17a5c-f44b-6ffc-2f43-2dae12bebd05;40001;2020-04-12 22:39:00.000
2020-04-12 23:15:00.000;8da17a5c-f44b-6ffc-2f43-2dae12bebd05;40001;2020-04-12 23:17:00.000
2020-04-12 23:29:00.000;8da17a5c-f44b-6ffc-2f43-2dae12bebd05;40001;2020-04-12 23:30:00.000
2020-04-13 00:17:00.000;9e8e9d78-91c6-e3f7-817f-d879e71c4808;40001;2020-04-13 00:18:00.000
2020-04-13 00:37:00.000;9e8e9d78-91c6-e3f7-817f-d879e71c4808;40001;2020-04-13 00:38:00.000
2020-04-13 01:02:00.000;9e8e9d78-91c6-e3f7-817f-d879e71c4808;40002;2020-04-13 01:17:00.000
2020-04-13 01:36:00.000;9e8e9d78-91c6-e3f7-817f-d879e71c4808;40001;2020-04-13 01:37:00.000
2020-04-13 02:03:00.000;9e8e9d78-91c6-e3f7-817f-d879e71c4808;40001;2020-04-13 02:04:00.000
2020-04-13 02:26:00.000;fc650928-65b6-e95f-032c-769bfffd67b9;40001;2020-04-13 02:27:00.000
2020-04-13 03:04:00.000;fc650928-65b6-e95f-032c-769bfffd67b9;40001;2020-04-13 03:05:00.000
2020-04-13 03:36:00.000;fc650928-65b6-e95f-032c-769bfffd67b9;40004;2020-04-13 03:41:00.000
2020-04-13 05:04:00.000;e3fc8445-9ad8-aed7-c9bf-d5935a710e16;40001;2020-04-13 05:07:00.000
2020-04-13 05:28:00.000;e3fc8445-9ad8-aed7-c9bf-d5935a710e16;40001;2020-04-13 05:29:00.000
2020-04-13 05:43:00.000;e3fc8445-9ad8-aed7-c9bf-d5935a710e16;40001;2020-04-13 05:44:00.000
2020-04-13 06:02:00.000;e3fc8445-9ad8-aed7-c9bf-d5935a710e16;40001;2020-04-13 06:03:00.000
2020-04-13 06:16:00.000;e3fc8445-9ad8-aed7-c9bf-d5935a710e16;40001;2020-04-13 06:17:00.000
2020-04-13 06:50:00.000;e3fc8445-9ad8-aed7-c9bf-d5935a710e16;40001;2020-04-13 06:52:00.000
2020-04-13 21:21:00.000;aa0ab4d8-77d8-2fc4-63a2-b901c661e6fd;40001;2020-04-13 21:23:00.000
2020-04-13 21:36:00.000;aa0ab4d8-77d8-2fc4-63a2-b901c661e6fd;40001;2020-04-13 21:37:00.000
2020-04-13 22:21:00.000;aa0ab4d8-77d8-2fc4-63a2-b901c661e6fd;40001;2020-04-13 22:22:00.000
2020-04-13 22:51:00.000;aa0ab4d8-77d8-2fc4-63a2-b901c661e6fd;40001;2020-04-13 22:52:00.000
2020-04-14 01:24:00.000;4fb1be94-98d7-0a56-e316-fe81888f6b6c;40002;2020-04-14 01:34:00.000
2020-04-14 01:57:00.000;4fb1be94-98d7-0a56-e316-fe81888f6b6c;40002;2020-04-14 02:11:00.000
2020-04-14 02:34:00.000;4fb1be94-98d7-0a56-e316-fe81888f6b6c;40002;2020-04-14 02:36:00.000
2020-04-14 04:22:00.000;3b44f6cb-ed32-8499-7d70-cb894cd52058;40001;2020-04-14 04:23:00.000
2020-04-14 04:46:00.000;3b44f6cb-ed32-8499-7d70-cb894cd52058;40001;2020-04-14 04:47:00.000
2020-04-14 05:08:00.000;3b44f6cb-ed32-8499-7d70-cb894cd52058;40001;2020-04-14 05:09:00.000
2020-04-14 05:42:00.000;3b44f6cb-ed32-8499-7d70-cb894cd52058;40004;2020-04-14 05:51:00.000
2020-04-14 05:58:00.000;3b44f6cb-ed32-8499-7d70-cb894cd52058;40004;2020-04-14 06:05:00.000
2020-04-14 06:27:00.000;3b44f6cb-ed32-8499-7d70-cb894cd52058;40002;2020-04-14 06:29:00.000
2020-04-14 06:44:00.000;3b44f6cb-ed32-8499-7d70-cb894cd52058;40002;2020-04-14 07:20:00.000
2020-04-14 22:09:00.000;02cd2b04-7bca-acd9-d8b9-23043398c2f5;40002;2020-04-14 22:21:00.000
2020-04-14 22:37:00.000;02cd2b04-7bca-acd9-d8b9-23043398c2f5;40004;2020-04-14 22:43:00.000
2020-04-14 23:35:00.000;02cd2b04-7bca-acd9-d8b9-23043398c2f5;40004;2020-04-14 23:43:00.000
2020-04-15 00:14:00.000;02cd2b04-7bca-acd9-d8b9-23043398c2f5;40004;2020-04-15 00:18:00.000
2020-04-15 03:03:00.000;275e29a0-94c5-3b9e-6c99-1672eb7d0e1f;40001;2020-04-15 03:04:00.000
2020-04-15 05:21:00.000;d5d68e3f-6b18-63f4-0d65-20c42c63410c;40001;2020-04-15 05:22:00.000
2020-04-15 05:47:00.000;d5d68e3f-6b18-63f4-0d65-20c42c63410c;40001;2020-04-15 05:48:00.000
2020-04-15 06:03:00.000;d5d68e3f-6b18-63f4-0d65-20c42c63410c;40002;2020-04-15 06:13:00.000
2020-04-01 21:15:00.000;c1421b16-1d8f-7e24-67c9-cddbafc1675a;40001;2020-04-01 21:16:00.000
2020-04-01 21:52:00.000;c1421b16-1d8f-7e24-67c9-cddbafc1675a;40001;2020-04-01 21:53:00.000
2020-04-01 22:00:00.000;c1421b16-1d8f-7e24-67c9-cddbafc1675a;40001;2020-04-01 22:01:00.000
2020-04-01 22:42:00.000;c1421b16-1d8f-7e24-67c9-cddbafc1675a;40001;2020-04-01 22:44:00.000
2020-04-01 23:37:00.000;c1421b16-1d8f-7e24-67c9-cddbafc1675a;40001;2020-04-01 23:38:00.000
2020-04-02 00:39:00.000;c1421b16-1d8f-7e24-67c9-cddbafc1675a;40003;2020-04-02 00:48:00.000
2020-04-02 01:31:00.000;e8c43723-d34a-434f-dca7-c2e01470ae13;40001;2020-04-02 01:33:00.000
2020-04-02 02:19:00.000;e8c43723-d34a-434f-dca7-c2e01470ae13;40001;2020-04-02 02:20:00.000
2020-04-02 02:49:00.000;e8c43723-d34a-434f-dca7-c2e01470ae13;40001;2020-04-02 02:50:00.000
2020-04-02 03:09:00.000;e8c43723-d34a-434f-dca7-c2e01470ae13;40001;2020-04-02 03:10:00.000
2020-04-02 03:29:00.000;e8c43723-d34a-434f-dca7-c2e01470ae13;40001;2020-04-02 03:30:00.000
2020-04-02 04:01:00.000;e8c43723-d34a-434f-dca7-c2e01470ae13;40001;2020-04-02 04:02:00.000
2020-04-02 04:58:00.000;93cdd96e-a190-2a13-05da-4026866c97e9;40001;2020-04-02 04:59:00.000
2020-04-02 05:30:00.000;93cdd96e-a190-2a13-05da-4026866c97e9;40001;2020-04-02 05:31:00.000
2020-04-02 05:58:00.000;93cdd96e-a190-2a13-05da-4026866c97e9;40004;2020-04-02 06:10:00.000
2020-04-02 06:23:00.000;93cdd96e-a190-2a13-05da-4026866c97e9;40004;2020-04-02 06:29:00.000
2020-04-02 06:41:00.000;93cdd96e-a190-2a13-05da-4026866c97e9;40002;2020-04-02 07:01:00.000
2020-04-02 07:20:00.000;93cdd96e-a190-2a13-05da-4026866c97e9;40001;2020-04-02 07:21:00.000
2020-04-02 07:44:00.000;93cdd96e-a190-2a13-05da-4026866c97e9;40004;2020-04-02 07:45:00.000
2020-04-02 21:22:00.000;215cd40a-4bc1-9fd7-1ce5-2ac389c873aa;40002;2020-04-02 21:32:00.000
2020-04-02 22:04:00.000;215cd40a-4bc1-9fd7-1ce5-2ac389c873aa;40001;2020-04-02 22:05:00.000
2020-04-02 22:32:00.000;215cd40a-4bc1-9fd7-1ce5-2ac389c873aa;40002;2020-04-02 22:33:00.000
2020-04-02 23:17:00.000;762690ae-154a-659d-212b-b9b931145b4f;40001;2020-04-02 23:18:00.000
2020-04-03 00:01:00.000;762690ae-154a-659d-212b-b9b931145b4f;40001;2020-04-03 00:03:00.000
2020-04-03 00:23:00.000;762690ae-154a-659d-212b-b9b931145b4f;40001;2020-04-03 00:25:00.000
2020-04-03 01:02:00.000;90809362-6ef4-da4a-96fb-c9f13602f80f;40002;2020-04-03 01:21:00.000
2020-04-03 02:13:00.000;90809362-6ef4-da4a-96fb-c9f13602f80f;40002;2020-04-03 02:17:00.000
2020-04-03 03:04:00.000;90809362-6ef4-da4a-96fb-c9f13602f80f;40002;2020-04-03 03:16:00.000
2020-04-03 03:35:00.000;90809362-6ef4-da4a-96fb-c9f13602f80f;40002;2020-04-03 03:36:00.000
2020-04-03 03:45:00.000;90809362-6ef4-da4a-96fb-c9f13602f80f;40004;2020-04-03 04:06:00.000
2020-04-03 20:55:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40002;2020-04-03 20:59:00.000
2020-04-03 20:59:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40001;2020-04-03 21:00:00.000
2020-04-03 21:00:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40002;2020-04-03 21:09:00.000
2020-04-03 21:09:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40001;2020-04-03 21:10:00.000
2020-04-03 21:10:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40002;2020-04-03 21:13:00.000
2020-04-03 21:13:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40001;2020-04-03 21:14:00.000
2020-04-03 21:14:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40002;2020-04-03 21:28:00.000
2020-04-03 21:28:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40001;2020-04-03 21:29:00.000
2020-04-03 21:29:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40002;2020-04-03 21:30:00.000
2020-04-03 21:30:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40001;2020-04-03 21:31:00.000
2020-04-03 21:31:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40004;2020-04-03 21:43:00.000
2020-04-03 21:43:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40001;2020-04-03 21:44:00.000
2020-04-03 21:44:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40002;2020-04-03 21:51:00.000
2020-04-03 21:51:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40001;2020-04-03 21:52:00.000
2020-04-03 21:52:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40002;2020-04-03 22:15:00.000
2020-04-03 22:15:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40001;2020-04-03 22:16:00.000
2020-04-03 22:16:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40002;2020-04-03 22:19:00.000
2020-04-03 22:19:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40001;2020-04-03 22:20:00.000
2020-04-03 22:20:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40002;2020-04-03 22:42:00.000
2020-04-03 22:42:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40004;2020-04-03 22:54:00.000
2020-04-03 22:54:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40001;2020-04-03 22:55:00.000
2020-04-03 22:55:00.000;127e4c75-ce9e-cfd0-0e26-9157149648a2;40002;2020-04-03 23:04:00.000
2020-04-04 00:19:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40002;2020-04-04 00:23:00.000
2020-04-04 00:23:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40003;2020-04-04 00:28:00.000
2020-04-04 00:28:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 00:30:00.000
2020-04-04 00:30:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40002;2020-04-04 00:55:00.000
2020-04-04 00:55:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 00:56:00.000
2020-04-04 00:56:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40002;2020-04-04 01:17:00.000
2020-04-04 01:17:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40004;2020-04-04 01:29:00.000
2020-04-04 01:29:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 01:31:00.000
2020-04-04 01:31:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40004;2020-04-04 01:37:00.000
2020-04-04 01:37:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 01:42:00.000
2020-04-04 01:42:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40002;2020-04-04 01:44:00.000
2020-04-04 01:44:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 01:45:00.000
2020-04-04 01:45:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40004;2020-04-04 01:54:00.000
2020-04-04 01:54:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 01:57:00.000
2020-04-04 01:57:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40004;2020-04-04 02:05:00.000
2020-04-04 02:05:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 02:07:00.000
2020-04-04 02:07:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40002;2020-04-04 02:22:00.000
2020-04-04 02:22:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 02:23:00.000
2020-04-04 02:23:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40002;2020-04-04 02:29:00.000
2020-04-04 02:29:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 02:30:00.000
2020-04-04 02:30:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40004;2020-04-04 02:39:00.000
2020-04-04 02:39:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 02:40:00.000
2020-04-04 02:40:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40002;2020-04-04 02:44:00.000
2020-04-04 02:44:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 02:45:00.000
2020-04-04 02:45:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40002;2020-04-04 02:58:00.000
2020-04-04 02:58:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40004;2020-04-04 03:19:00.000
2020-04-04 03:19:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40002;2020-04-04 03:30:00.000
2020-04-04 03:30:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40001;2020-04-04 03:31:00.000
2020-04-04 03:31:00.000;f0672d37-bd7a-5b13-3858-2419285845aa;40002;2020-04-04 03:32:00.000
2020-04-04 04:35:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 04:40:00.000
2020-04-04 04:40:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 04:57:00.000
2020-04-04 04:57:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 04:59:00.000
2020-04-04 04:59:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 05:05:00.000
2020-04-04 05:05:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40003;2020-04-04 05:08:00.000
2020-04-04 05:08:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 05:10:00.000
2020-04-04 05:10:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 05:11:00.000
2020-04-04 05:11:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 05:18:00.000
2020-04-04 05:18:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 05:19:00.000
2020-04-04 05:19:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40004;2020-04-04 05:36:00.000
2020-04-04 05:36:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 05:37:00.000
2020-04-04 05:37:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 05:49:00.000
2020-04-04 05:49:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 05:55:00.000
2020-04-04 05:55:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 05:57:00.000
2020-04-04 05:57:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 05:58:00.000
2020-04-04 05:58:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 05:59:00.000
2020-04-04 05:59:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 06:00:00.000
2020-04-04 06:00:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 06:01:00.000
2020-04-04 06:01:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 06:02:00.000
2020-04-04 06:02:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 06:05:00.000
2020-04-04 06:05:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 06:11:00.000
2020-04-04 06:11:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 06:15:00.000
2020-04-04 06:15:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 06:16:00.000
2020-04-04 06:16:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 06:20:00.000
2020-04-04 06:20:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40004;2020-04-04 06:42:00.000
2020-04-04 06:42:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 06:50:00.000
2020-04-04 06:50:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40001;2020-04-04 06:51:00.000
2020-04-04 06:51:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 06:54:00.000
2020-04-04 06:54:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40003;2020-04-04 06:59:00.000
2020-04-04 06:59:00.000;e2e60d55-a90f-27f0-bf0e-e7fcb7192518;40002;2020-04-04 07:14:00.000
2020-04-04 20:56:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40001;2020-04-04 20:59:00.000
2020-04-04 20:59:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40002;2020-04-04 21:05:00.000
2020-04-04 21:05:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40001;2020-04-04 21:06:00.000
2020-04-04 21:06:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40002;2020-04-04 21:23:00.000
2020-04-04 21:23:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40003;2020-04-04 21:26:00.000
2020-04-04 21:26:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40002;2020-04-04 21:36:00.000
2020-04-04 21:36:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40004;2020-04-04 21:43:00.000
2020-04-04 21:43:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40001;2020-04-04 21:44:00.000
2020-04-04 21:44:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40004;2020-04-04 21:49:00.000
2020-04-04 21:49:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40001;2020-04-04 21:51:00.000
2020-04-04 21:51:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40004;2020-04-04 22:02:00.000
2020-04-04 22:02:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40002;2020-04-04 22:13:00.000
2020-04-04 22:13:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40001;2020-04-04 22:14:00.000
2020-04-04 22:14:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40002;2020-04-04 22:16:00.000
2020-04-04 22:16:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40001;2020-04-04 22:17:00.000
2020-04-04 22:17:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40002;2020-04-04 22:21:00.000
2020-04-04 22:21:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40001;2020-04-04 22:22:00.000
2020-04-04 22:22:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40002;2020-04-04 22:23:00.000
2020-04-04 22:23:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40001;2020-04-04 22:24:00.000
2020-04-04 22:24:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40002;2020-04-04 22:27:00.000
2020-04-04 22:27:00.000;923cc088-10b3-892f-49e0-8b8d4c49be6e;40001;2020-04-04 22:28:00.000
